              Started ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;          LogicalDisk ;           additional 
                      ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;         % Free Space ;                      
                      ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;      vm-dbmsys-stage ;                      
                      ;               _Total ;                   C: ;                   F: ;                   D: ;                   E: ;      HarddiskVolume1 ;                      
              141.833 ;               23.843 ;               15.134 ;               33.316 ;               10.230 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.113620901.json.gz 
              142.000 ;               23.841 ;               15.133 ;               33.316 ;               10.224 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.114622069.json.gz 
              142.167 ;               23.835 ;               15.136 ;               33.316 ;               10.212 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.115623381.json.gz 
              142.333 ;               23.857 ;               15.133 ;               33.365 ;               10.212 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.120625040.json.gz 
              142.500 ;               23.845 ;               15.131 ;               33.339 ;               10.212 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.121626343.json.gz 
              142.667 ;               23.783 ;               15.130 ;               33.210 ;               10.200 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.122627853.json.gz 
              142.833 ;               23.692 ;               15.129 ;               33.002 ;               10.200 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.123629113.json.gz 
              143.000 ;               23.650 ;               15.128 ;               32.904 ;               10.200 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.124630381.json.gz 
              143.167 ;               23.528 ;               15.126 ;               32.632 ;               10.194 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.125632118.json.gz 
              143.350 ;               23.499 ;               15.124 ;               32.571 ;               10.188 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.130634118.json.gz 
              143.517 ;               23.516 ;               15.122 ;               32.611 ;               10.188 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.131636260.json.gz 
              143.683 ;               23.526 ;               15.117 ;               32.636 ;               10.188 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.132638192.json.gz 
              143.850 ;               23.443 ;               15.115 ;               32.446 ;               10.188 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.133639872.json.gz 
              144.017 ;               23.369 ;               15.118 ;               32.282 ;               10.182 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.134641270.json.gz 
              144.183 ;               23.285 ;               15.115 ;               32.096 ;               10.176 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.135642843.json.gz 
              144.350 ;               23.226 ;               15.112 ;               31.960 ;               10.176 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.140644142.json.gz 
              144.517 ;               23.123 ;               15.148 ;               31.719 ;               10.176 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.141645599.json.gz 
              144.683 ;               23.128 ;               15.118 ;               31.748 ;               10.163 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.142646858.json.gz 
              144.850 ;               23.149 ;               15.116 ;               31.796 ;               10.163 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.143648140.json.gz 
              145.017 ;               22.981 ;               15.115 ;               31.412 ;               10.163 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.144649008.json.gz 
              145.183 ;               23.025 ;               15.113 ;               31.514 ;               10.163 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.145649828.json.gz 
              145.350 ;               22.898 ;               15.112 ;               31.242 ;               10.144 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.150650749.json.gz 
              145.517 ;               22.874 ;               15.108 ;               31.180 ;               10.151 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.151651580.json.gz 
              145.683 ;               22.788 ;               15.107 ;               30.984 ;               10.151 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.152652368.json.gz 
              145.850 ;               22.811 ;               15.106 ;               31.043 ;               10.145 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.153653639.json.gz 
              146.017 ;               22.809 ;               15.106 ;               31.043 ;               10.139 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.154654611.json.gz 
              146.183 ;               22.764 ;               14.898 ;               30.980 ;               10.139 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.155656035.json.gz 
              146.350 ;               22.760 ;               14.891 ;               30.980 ;               10.133 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.160657402.json.gz 
              146.517 ;               22.634 ;               14.890 ;               30.697 ;               10.127 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.161658738.json.gz 
              146.683 ;               22.577 ;               14.886 ;               30.574 ;               10.121 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.162700580.json.gz 
              146.850 ;               22.597 ;               14.884 ;               30.620 ;               10.121 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.163703009.json.gz 
              147.017 ;               22.454 ;               14.884 ;               30.298 ;               10.115 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.164705323.json.gz 
              147.183 ;               22.409 ;               14.884 ;               30.200 ;               10.108 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.165708156.json.gz 
              147.350 ;               22.455 ;               14.883 ;               30.312 ;               10.102 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.170709708.json.gz 
              147.517 ;               22.452 ;               14.881 ;               30.312 ;               10.096 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.171711287.json.gz 
              147.683 ;               22.452 ;               14.880 ;               30.312 ;               10.096 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.172713918.json.gz 
              147.850 ;               22.447 ;               14.880 ;               30.312 ;               10.084 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.173716628.json.gz 
              148.017 ;               22.444 ;               14.879 ;               30.312 ;               10.078 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.174718646.json.gz 
              148.183 ;               22.444 ;               14.881 ;               30.312 ;               10.078 ;               83.301 ;               94.983 ; Dbmsys.2018.10.29.175721363.json.gz 
